Geneid	GeneName	NewName	9_SC1	10_Ssh1	11_SC2	12_Ssh2
ENSG00000163586	FABP1	ENSG00000163586_FABP1	0	0	0	0
ENSG00000163590	PPM1L	ENSG00000163590_PPM1L	102	74	24	84
ENSG00000163596	ICA1L	ENSG00000163596_ICA1L	106	134	76	98
ENSG00000163597	SNHG16	ENSG00000163597_SNHG16	2913	1266	1423	1304
ENSG00000163599	CTLA4	ENSG00000163599_CTLA4	0	0	0	0
ENSG00000163600	ICOS	ENSG00000163600_ICOS	0	0	0	0
ENSG00000163602	RYBP	ENSG00000163602_RYBP	1173	866	595	1156
ENSG00000163605	PPP4R2	ENSG00000163605_PPP4R2	2137	1021	988	1318
ENSG00000163606	CD200R1	ENSG00000163606_CD200R1	0	0	0	6
ENSG00000163607	GTPBP8	ENSG00000163607_GTPBP8	525	295	226	349
ENSG00000163608	NEPRO	ENSG00000163608_NEPRO	1169	820	663	930
ENSG00000163611	SPICE1	ENSG00000163611_SPICE1	44	22	22	24
ENSG00000163612	FAM86KP	ENSG00000163612_FAM86KP	0	0	0	0
ENSG00000163617	CCDC191	ENSG00000163617_CCDC191	46	56	26	26
ENSG00000163618	CADPS	ENSG00000163618_CADPS	0	0	0	0
ENSG00000163623	NKX6-1	ENSG00000163623_NKX6-1	110	109	100	117
ENSG00000163624	CDS1	ENSG00000163624_CDS1	1394	917	659	1118
ENSG00000163625	WDFY3	ENSG00000163625_WDFY3	1206	889	744	1254
ENSG00000163626	COX18	ENSG00000163626_COX18	510	346	341	409
ENSG00000163629	PTPN13	ENSG00000163629_PTPN13	1975	1456	1190	2003
ENSG00000163630	SYNPR	ENSG00000163630_SYNPR	0	0	0	0
ENSG00000163631	ALB	ENSG00000163631_ALB	1	3	2	0
ENSG00000163632	C3orf49	ENSG00000163632_C3orf49	0	0	0	0
ENSG00000163633	C4orf36	ENSG00000163633_C4orf36	0	0	0	0
ENSG00000163634	THOC7	ENSG00000163634_THOC7	1545	1022	940	1048
ENSG00000163635	ATXN7	ENSG00000163635_ATXN7	10	7	11	4
ENSG00000163636	PSMD6	ENSG00000163636_PSMD6	3268	2252	2175	2488
ENSG00000163637	PRICKLE2	ENSG00000163637_PRICKLE2	80	95	61	94
ENSG00000163638	ADAMTS9	ENSG00000163638_ADAMTS9	0	0	0	0
ENSG00000163644	PPM1K	ENSG00000163644_PPM1K	254	189	148	326
ENSG00000163645	ERICH6	ENSG00000163645_ERICH6	1	1	0	3
ENSG00000163646	CLRN1	ENSG00000163646_CLRN1	0	0	0	0
ENSG00000163655	GMPS	ENSG00000163655_GMPS	4570	2117	2646	2963
ENSG00000163659	TIPARP	ENSG00000163659_TIPARP	1508	1437	1384	1929
ENSG00000163660	CCNL1	ENSG00000163660_CCNL1	2297	1282	1449	1573
ENSG00000163661	PTX3	ENSG00000163661_PTX3	3	0	0	0
ENSG00000163666	HESX1	ENSG00000163666_HESX1	3	0	1	0
ENSG00000163673	DCLK3	ENSG00000163673_DCLK3	1	0	0	0
ENSG00000163681	SLMAP	ENSG00000163681_SLMAP	2879	1855	1574	2397
ENSG00000163682	RPL9	ENSG00000163682_RPL9	17481	11855	11504	13760
ENSG00000163683	SMIM14	ENSG00000163683_SMIM14	650	595	348	639
ENSG00000163684	RPP14	ENSG00000163684_RPP14	368	274	221	362
ENSG00000163686	ABHD6	ENSG00000163686_ABHD6	303	404	175	342
ENSG00000163687	DNASE1L3	ENSG00000163687_DNASE1L3	1	9	0	3
ENSG00000163689	C3orf67	ENSG00000163689_C3orf67	110	81	39	105
ENSG00000163694	RBM47	ENSG00000163694_RBM47	868	441	403	450
ENSG00000163697	APBB2	ENSG00000163697_APBB2	1788	1735	895	1454
ENSG00000163701	IL17RE	ENSG00000163701_IL17RE	1126	1060	726	980
ENSG00000163702	IL17RC	ENSG00000163702_IL17RC	355	434	329	366
ENSG00000163703	CRELD1	ENSG00000163703_CRELD1	365	1308	649	1454
ENSG00000163704	PRRT3	ENSG00000163704_PRRT3	112	134	51	55
ENSG00000163705	FANCD2OS	ENSG00000163705_FANCD2OS	0	1	0	0
ENSG00000163710	PCOLCE2	ENSG00000163710_PCOLCE2	40	42	27	59
ENSG00000163714	U2SURP	ENSG00000163714_U2SURP	6227	2431	2800	3025
ENSG00000163719	MTMR14	ENSG00000163719_MTMR14	1042	948	760	1125
ENSG00000163728	TTC14	ENSG00000163728_TTC14	989	496	460	547
ENSG00000163734	CXCL3	ENSG00000163734_CXCL3	5	6	6	12
ENSG00000163735	CXCL5	ENSG00000163735_CXCL5	0	0	0	0
ENSG00000163736	PPBP	ENSG00000163736_PPBP	0	0	0	0
ENSG00000163737	PF4	ENSG00000163737_PF4	0	0	0	0
ENSG00000163738	MTHFD2L	ENSG00000163738_MTHFD2L	468	180	204	234
ENSG00000163739	CXCL1	ENSG00000163739_CXCL1	31	54	168	83
ENSG00000163743	RCHY1	ENSG00000163743_RCHY1	543	280	275	356
ENSG00000163746	PLSCR2	ENSG00000163746_PLSCR2	0	0	0	1
ENSG00000163749	CCDC158	ENSG00000163749_CCDC158	1	0	0	0
ENSG00000163751	CPA3	ENSG00000163751_CPA3	0	0	0	0
ENSG00000163754	GYG1	ENSG00000163754_GYG1	890	593	619	810
ENSG00000163755	HPS3	ENSG00000163755_HPS3	988	945	544	1106
ENSG00000163762	TM4SF18	ENSG00000163762_TM4SF18	0	0	0	0
ENSG00000163781	TOPBP1	ENSG00000163781_TOPBP1	3208	1026	1393	1579
ENSG00000163785	RYK	ENSG00000163785_RYK	2087	1360	1163	1733
ENSG00000163788	SNRK	ENSG00000163788_SNRK	615	338	383	447
ENSG00000163792	TCF23	ENSG00000163792_TCF23	0	2	0	0
ENSG00000163793	DNAJC5G	ENSG00000163793_DNAJC5G	0	0	0	2
ENSG00000163794	UCN	ENSG00000163794_UCN	3	7	0	3
ENSG00000163795	ZNF513	ENSG00000163795_ZNF513	358	483	292	422
ENSG00000163798	SLC4A1AP	ENSG00000163798_SLC4A1AP	1375	917	823	1131
ENSG00000163803	PLB1	ENSG00000163803_PLB1	52	40	15	24
ENSG00000163806	SPDYA	ENSG00000163806_SPDYA	5	2	0	3
ENSG00000163807	KIAA1143	ENSG00000163807_KIAA1143	1327	679	560	696
ENSG00000163808	KIF15	ENSG00000163808_KIF15	1881	305	594	530
ENSG00000163810	TGM4	ENSG00000163810_TGM4	3	6	2	2
ENSG00000163811	WDR43	ENSG00000163811_WDR43	3494	1219	1844	1857
ENSG00000163812	ZDHHC3	ENSG00000163812_ZDHHC3	2931	2351	1475	2378
ENSG00000163814	CDCP1	ENSG00000163814_CDCP1	3333	2668	3121	4566
ENSG00000163815	CLEC3B	ENSG00000163815_CLEC3B	1	0	2	0
ENSG00000163817	SLC6A20	ENSG00000163817_SLC6A20	1	4	1	22
ENSG00000163818	LZTFL1	ENSG00000163818_LZTFL1	500	396	347	467
ENSG00000163820	FYCO1	ENSG00000163820_FYCO1	1220	1012	650	1256
ENSG00000163823	CCR1	ENSG00000163823_CCR1	10	21	4	15
ENSG00000163825	RTP3	ENSG00000163825_RTP3	324	163	248	193
ENSG00000163827	LRRC2	ENSG00000163827_LRRC2	16	13	8	20
ENSG00000163832	ELP6	ENSG00000163832_ELP6	1380	722	742	725
ENSG00000163833	FBXO40	ENSG00000163833_FBXO40	0	0	0	0
ENSG00000163840	DTX3L	ENSG00000163840_DTX3L	639	740	424	954
ENSG00000163848	ZNF148	ENSG00000163848_ZNF148	1118	691	596	960
ENSG00000163864	NMNAT3	ENSG00000163864_NMNAT3	46	56	32	47
ENSG00000163866	SMIM12	ENSG00000163866_SMIM12	1938	1347	1114	1700
ENSG00000163867	ZMYM6	ENSG00000163867_ZMYM6	298	224	160	161
ENSG00000163870	TPRA1	ENSG00000163870_TPRA1	1378	1333	1023	1476
ENSG00000163872	YEATS2	ENSG00000163872_YEATS2	2221	1339	1134	1825
ENSG00000163873	GRIK3	ENSG00000163873_GRIK3	0	0	0	0
ENSG00000163874	ZC3H12A	ENSG00000163874_ZC3H12A	652	1344	725	1216
ENSG00000163875	MEAF6	ENSG00000163875_MEAF6	1684	977	905	1135
ENSG00000163877	SNIP1	ENSG00000163877_SNIP1	581	368	345	534
ENSG00000163879	DNALI1	ENSG00000163879_DNALI1	0	2	0	0
ENSG00000163882	POLR2H	ENSG00000163882_POLR2H	3329	1421	1685	1610
ENSG00000163884	KLF15	ENSG00000163884_KLF15	2	1	1	13
ENSG00000163885	CFAP100	ENSG00000163885_CFAP100	0	0	0	0
ENSG00000163888	CAMK2N2	ENSG00000163888_CAMK2N2	138	237	74	212
ENSG00000163898	LIPH	ENSG00000163898_LIPH	124	183	96	287
ENSG00000163900	TMEM41A	ENSG00000163900_TMEM41A	1513	720	803	1041
ENSG00000163902	RPN1	ENSG00000163902_RPN1	10555	8313	8962	12088
ENSG00000163904	SENP2	ENSG00000163904_SENP2	1729	1101	963	1552
ENSG00000163909	HEYL	ENSG00000163909_HEYL	8	44	15	63
ENSG00000163913	IFT122	ENSG00000163913_IFT122	796	356	377	360
ENSG00000163914	RHO	ENSG00000163914_RHO	1	0	0	0
ENSG00000163915	IGF2BP2-AS1	ENSG00000163915_IGF2BP2-AS1	1	0	10	3
ENSG00000163918	RFC4	ENSG00000163918_RFC4	2148	933	1283	1410
ENSG00000163923	RPL39L	ENSG00000163923_RPL39L	935	486	498	783
ENSG00000163930	BAP1	ENSG00000163930_BAP1	4019	2765	2330	3152
ENSG00000163931	TKT	ENSG00000163931_TKT	22529	25016	15670	21000
ENSG00000163932	PRKCD	ENSG00000163932_PRKCD	813	754	460	681
ENSG00000163933	RFT1	ENSG00000163933_RFT1	913	455	593	487
ENSG00000163935	SFMBT1	ENSG00000163935_SFMBT1	360	240	161	265
ENSG00000163938	GNL3	ENSG00000163938_GNL3	6594	2499	3920	4612
ENSG00000163939	PBRM1	ENSG00000163939_PBRM1	2477	1246	1077	1468
ENSG00000163945	UVSSA	ENSG00000163945_UVSSA	594	450	344	209
ENSG00000163946	TASOR	ENSG00000163946_TASOR	2498	1702	1244	1779
ENSG00000163947	ARHGEF3	ENSG00000163947_ARHGEF3	799	827	607	934
ENSG00000163950	SLBP	ENSG00000163950_SLBP	3280	1555	1608	1999
ENSG00000163956	LRPAP1	ENSG00000163956_LRPAP1	3180	2971	1919	2078
ENSG00000163958	ZDHHC19	ENSG00000163958_ZDHHC19	0	3	4	7
ENSG00000163959	SLC51A	ENSG00000163959_SLC51A	0	0	0	1
ENSG00000163960	UBXN7	ENSG00000163960_UBXN7	2272	1611	1224	2414
ENSG00000163961	RNF168	ENSG00000163961_RNF168	739	502	383	706
ENSG00000163964	PIGX	ENSG00000163964_PIGX	712	447	410	591
ENSG00000163975	MELTF	ENSG00000163975_MELTF	38	53	25	48
ENSG00000163982	OTOP1	ENSG00000163982_OTOP1	0	0	0	0
ENSG00000163993	S100P	ENSG00000163993_S100P	0	24	8	68
ENSG00000163995	ABLIM2	ENSG00000163995_ABLIM2	22	65	36	76
ENSG00000164002	EXO5	ENSG00000164002_EXO5	219	163	125	190
ENSG00000164007	CLDN19	ENSG00000164007_CLDN19	9	35	2	10
ENSG00000164008	C1orf50	ENSG00000164008_C1orf50	103	61	37	54
ENSG00000164010	ERMAP	ENSG00000164010_ERMAP	196	124	89	93
ENSG00000164011	ZNF691	ENSG00000164011_ZNF691	364	183	124	272
ENSG00000164022	AIMP1	ENSG00000164022_AIMP1	1918	966	1115	1311
ENSG00000164023	SGMS2	ENSG00000164023_SGMS2	751	412	408	826
ENSG00000164024	METAP1	ENSG00000164024_METAP1	2937	1501	1634	2243
ENSG00000164031	DNAJB14	ENSG00000164031_DNAJB14	1103	534	515	589
ENSG00000164032	H2AFZ	ENSG00000164032_H2AFZ	17826	4919	9124	7540
ENSG00000164035	EMCN	ENSG00000164035_EMCN	0	0	0	0
ENSG00000164037	SLC9B1	ENSG00000164037_SLC9B1	3	2	2	8
ENSG00000164038	SLC9B2	ENSG00000164038_SLC9B2	247	217	184	407
ENSG00000164039	BDH2	ENSG00000164039_BDH2	426	476	266	456
ENSG00000164040	PGRMC2	ENSG00000164040_PGRMC2	2616	1815	1399	1776
ENSG00000164045	CDC25A	ENSG00000164045_CDC25A	1809	688	938	1385
ENSG00000164047	CAMP	ENSG00000164047_CAMP	7	11	2	4
ENSG00000164048	ZNF589	ENSG00000164048_ZNF589	444	161	145	192
ENSG00000164049	FBXW12	ENSG00000164049_FBXW12	0	0	0	1
ENSG00000164050	PLXNB1	ENSG00000164050_PLXNB1	3091	2986	1594	1993
ENSG00000164051	CCDC51	ENSG00000164051_CCDC51	1297	1030	667	1105
ENSG00000164053	ATRIP	ENSG00000164053_ATRIP	785	262	343	265
ENSG00000164054	SHISA5	ENSG00000164054_SHISA5	5908	6200	3994	7126
ENSG00000164056	SPRY1	ENSG00000164056_SPRY1	131	62	63	113
ENSG00000164061	BSN	ENSG00000164061_BSN	30	15	14	44
ENSG00000164062	APEH	ENSG00000164062_APEH	7935	5139	4584	6154
ENSG00000164066	INTU	ENSG00000164066_INTU	336	175	155	224
ENSG00000164068	RNF123	ENSG00000164068_RNF123	1346	1085	792	1058
ENSG00000164070	HSPA4L	ENSG00000164070_HSPA4L	1350	513	484	777
ENSG00000164073	MFSD8	ENSG00000164073_MFSD8	445	219	277	234
ENSG00000164074	ABHD18	ENSG00000164074_ABHD18	290	178	156	259
ENSG00000164076	CAMKV	ENSG00000164076_CAMKV	0	3	6	35
ENSG00000164077	MON1A	ENSG00000164077_MON1A	721	426	464	492
ENSG00000164078	MST1R	ENSG00000164078_MST1R	2261	1177	1410	952
ENSG00000164080	RAD54L2	ENSG00000164080_RAD54L2	1152	920	710	1355
ENSG00000164081	TEX264	ENSG00000164081_TEX264	1672	1775	955	1800
ENSG00000164082	GRM2	ENSG00000164082_GRM2	7	13	13	50
ENSG00000164086	DUSP7	ENSG00000164086_DUSP7	4563	4506	3760	6272
ENSG00000164087	POC1A	ENSG00000164087_POC1A	1578	512	675	490
ENSG00000164088	PPM1M	ENSG00000164088_PPM1M	40	70	42	72
ENSG00000164089	ETNPPL	ENSG00000164089_ETNPPL	0	0	0	0
ENSG00000164091	WDR82	ENSG00000164091_WDR82	6004	3837	3327	5429
ENSG00000164093	PITX2	ENSG00000164093_PITX2	575	323	362	412
ENSG00000164096	C4orf3	ENSG00000164096_C4orf3	2056	1488	1006	1652
ENSG00000164099	PRSS12	ENSG00000164099_PRSS12	119	220	152	204
ENSG00000164100	NDST3	ENSG00000164100_NDST3	0	1	0	2
ENSG00000164104	HMGB2	ENSG00000164104_HMGB2	11381	1776	3859	2749
ENSG00000164105	SAP30	ENSG00000164105_SAP30	809	187	309	283
ENSG00000164106	SCRG1	ENSG00000164106_SCRG1	0	0	0	0
ENSG00000164107	HAND2	ENSG00000164107_HAND2	18	12	9	15
ENSG00000164109	MAD2L1	ENSG00000164109_MAD2L1	3676	749	1448	1350
ENSG00000164111	ANXA5	ENSG00000164111_ANXA5	10810	5881	8329	9101
ENSG00000164112	TMEM155	ENSG00000164112_TMEM155	0	0	0	0
ENSG00000164113	ADAD1	ENSG00000164113_ADAD1	0	0	0	0
ENSG00000164114	MAP9	ENSG00000164114_MAP9	0	0	0	0
ENSG00000164116	GUCY1A1	ENSG00000164116_GUCY1A1	1	0	0	3
ENSG00000164117	FBXO8	ENSG00000164117_FBXO8	415	377	271	445
ENSG00000164118	CEP44	ENSG00000164118_CEP44	726	319	308	438
ENSG00000164120	HPGD	ENSG00000164120_HPGD	4	11	2	9
ENSG00000164122	ASB5	ENSG00000164122_ASB5	0	0	0	0
ENSG00000164123	C4orf45	ENSG00000164123_C4orf45	0	0	0	0
ENSG00000164124	TMEM144	ENSG00000164124_TMEM144	181	114	103	113
ENSG00000164125	GASK1B	ENSG00000164125_GASK1B	211	126	69	97
ENSG00000164128	NPY1R	ENSG00000164128_NPY1R	18	10	13	19
ENSG00000164129	NPY5R	ENSG00000164129_NPY5R	0	0	0	0
ENSG00000164134	NAA15	ENSG00000164134_NAA15	5857	2311	2932	3698
ENSG00000164136	IL15	ENSG00000164136_IL15	21	25	23	18
ENSG00000164142	FAM160A1	ENSG00000164142_FAM160A1	605	463	404	873
ENSG00000164144	ARFIP1	ENSG00000164144_ARFIP1	892	709	479	802
ENSG00000164151	ICE1	ENSG00000164151_ICE1	2132	1090	1117	1528
ENSG00000164161	HHIP	ENSG00000164161_HHIP	0	0	0	0
ENSG00000164162	ANAPC10	ENSG00000164162_ANAPC10	199	108	114	140
ENSG00000164163	ABCE1	ENSG00000164163_ABCE1	7648	2785	3741	4125
ENSG00000164164	OTUD4	ENSG00000164164_OTUD4	2761	1251	1252	1936
ENSG00000164167	LSM6	ENSG00000164167_LSM6	575	273	397	386
ENSG00000164168	TMEM184C	ENSG00000164168_TMEM184C	1210	856	818	1143
ENSG00000164169	PRMT9	ENSG00000164169_PRMT9	380	175	195	249
ENSG00000164171	ITGA2	ENSG00000164171_ITGA2	2047	1334	2682	4586
ENSG00000164172	MOCS2	ENSG00000164172_MOCS2	1478	958	902	1106
ENSG00000164175	SLC45A2	ENSG00000164175_SLC45A2	2	4	0	6
ENSG00000164176	EDIL3	ENSG00000164176_EDIL3	3	37	2	15
ENSG00000164180	TMEM161B	ENSG00000164180_TMEM161B	675	401	384	515
ENSG00000164181	ELOVL7	ENSG00000164181_ELOVL7	249	213	149	282
ENSG00000164182	NDUFAF2	ENSG00000164182_NDUFAF2	1179	676	729	932
ENSG00000164185	ZNF474	ENSG00000164185_ZNF474	1	9	2	1
ENSG00000164187	LMBRD2	ENSG00000164187_LMBRD2	205	126	91	107
ENSG00000164188	RANBP3L	ENSG00000164188_RANBP3L	0	0	0	0
ENSG00000164190	NIPBL	ENSG00000164190_NIPBL	2884	1704	1449	2297
ENSG00000164197	RNF180	ENSG00000164197_RNF180	27	25	19	38
ENSG00000164199	ADGRV1	ENSG00000164199_ADGRV1	22	14	18	14
ENSG00000164209	SLC25A46	ENSG00000164209_SLC25A46	1787	1386	944	1468
ENSG00000164211	STARD4	ENSG00000164211_STARD4	1051	1276	1103	1365
ENSG00000164219	PGGT1B	ENSG00000164219_PGGT1B	577	402	316	461
ENSG00000164220	F2RL2	ENSG00000164220_F2RL2	2	2	4	1
ENSG00000164221	CCDC112	ENSG00000164221_CCDC112	250	157	132	185
ENSG00000164236	ANKRD33B	ENSG00000164236_ANKRD33B	22	21	45	42
ENSG00000164237	CMBL	ENSG00000164237_CMBL	580	392	390	609
ENSG00000164241	C5orf63	ENSG00000164241_C5orf63	87	33	33	39
ENSG00000164244	PRRC1	ENSG00000164244_PRRC1	2096	1167	1243	1720
ENSG00000164251	F2RL1	ENSG00000164251_F2RL1	1052	781	751	1141
ENSG00000164252	AGGF1	ENSG00000164252_AGGF1	512	299	267	245
ENSG00000164253	WDR41	ENSG00000164253_WDR41	2291	1596	1228	1836
ENSG00000164256	PRDM9	ENSG00000164256_PRDM9	0	0	0	0
ENSG00000164258	NDUFS4	ENSG00000164258_NDUFS4	1501	1094	908	1366
ENSG00000164265	SCGB3A2	ENSG00000164265_SCGB3A2	0	0	0	0
ENSG00000164266	SPINK1	ENSG00000164266_SPINK1	0	0	0	6
ENSG00000164270	HTR4	ENSG00000164270_HTR4	0	0	0	1
ENSG00000164283	ESM1	ENSG00000164283_ESM1	0	0	2	0
ENSG00000164284	GRPEL2	ENSG00000164284_GRPEL2	1071	655	703	911
ENSG00000164287	CDC20B	ENSG00000164287_CDC20B	1	1	0	0
ENSG00000164291	ARSK	ENSG00000164291_ARSK	296	185	117	238
ENSG00000164292	RHOBTB3	ENSG00000164292_RHOBTB3	797	625	331	724
ENSG00000164294	GPX8	ENSG00000164294_GPX8	1566	1162	1110	1668
ENSG00000164296	TIGD6	ENSG00000164296_TIGD6	113	100	81	96
ENSG00000164299	SPZ1	ENSG00000164299_SPZ1	0	0	0	0
ENSG00000164300	SERINC5	ENSG00000164300_SERINC5	773	579	409	838
ENSG00000164303	ENPP6	ENSG00000164303_ENPP6	4	1	1	3
ENSG00000164304	CAGE1	ENSG00000164304_CAGE1	48	18	18	17
ENSG00000164305	CASP3	ENSG00000164305_CASP3	1673	977	902	1383
ENSG00000164306	PRIMPOL	ENSG00000164306_PRIMPOL	374	166	185	152
ENSG00000164307	ERAP1	ENSG00000164307_ERAP1	698	557	538	717
ENSG00000164308	ERAP2	ENSG00000164308_ERAP2	135	91	90	77
ENSG00000164309	CMYA5	ENSG00000164309_CMYA5	24	14	9	19
ENSG00000164318	EGFLAM	ENSG00000164318_EGFLAM	0	2	3	4
ENSG00000164323	CFAP97	ENSG00000164323_CFAP97	1811	967	833	1387
ENSG00000164325	TMEM174	ENSG00000164325_TMEM174	0	0	0	0
ENSG00000164326	CARTPT	ENSG00000164326_CARTPT	0	0	0	0
ENSG00000164327	RICTOR	ENSG00000164327_RICTOR	827	488	442	752
ENSG00000164329	TENT2	ENSG00000164329_TENT2	1276	956	659	1213
ENSG00000164330	EBF1	ENSG00000164330_EBF1	0	0	0	0
ENSG00000164331	ANKRA2	ENSG00000164331_ANKRA2	350	298	221	339
ENSG00000164332	UBLCP1	ENSG00000164332_UBLCP1	1514	927	851	1006
ENSG00000164334	FAM170A	ENSG00000164334_FAM170A	0	1	0	0
ENSG00000164338	UTP15	ENSG00000164338_UTP15	1015	388	480	573
ENSG00000164342	TLR3	ENSG00000164342_TLR3	191	198	144	199
ENSG00000164344	KLKB1	ENSG00000164344_KLKB1	1	1	0	0
ENSG00000164346	NSA2	ENSG00000164346_NSA2	2718	1201	1529	1439
ENSG00000164347	GFM2	ENSG00000164347_GFM2	1726	1192	865	1314
ENSG00000164362	TERT	ENSG00000164362_TERT	274	107	146	68
ENSG00000164363	SLC6A18	ENSG00000164363_SLC6A18	0	0	0	0
ENSG00000164366	CCDC127	ENSG00000164366_CCDC127	947	774	642	790
ENSG00000164379	FOXQ1	ENSG00000164379_FOXQ1	218	68	145	147
ENSG00000164385	LINC01600	ENSG00000164385_LINC01600	9	5	5	2
ENSG00000164393	ADGRF2	ENSG00000164393_ADGRF2	3	1	0	4
ENSG00000164398	ACSL6	ENSG00000164398_ACSL6	0	13	1	5
ENSG00000164399	IL3	ENSG00000164399_IL3	0	0	0	0
ENSG00000164400	CSF2	ENSG00000164400_CSF2	2	9	7	40
ENSG00000164402	8-Sep	ENSG00000164402_44812	2328	2156	1491	2142
ENSG00000164403	SHROOM1	ENSG00000164403_SHROOM1	480	283	307	373
ENSG00000164404	GDF9	ENSG00000164404_GDF9	12	3	5	4
ENSG00000164405	UQCRQ	ENSG00000164405_UQCRQ	3727	2672	2736	3217
ENSG00000164406	LEAP2	ENSG00000164406_LEAP2	30	6	11	5
ENSG00000164411	GJB7	ENSG00000164411_GJB7	0	0	0	0
ENSG00000164414	SLC35A1	ENSG00000164414_SLC35A1	251	271	168	278
ENSG00000164418	GRIK2	ENSG00000164418_GRIK2	5	25	3	12
ENSG00000164430	CGAS	ENSG00000164430_CGAS	771	373	324	409
ENSG00000164434	FABP7	ENSG00000164434_FABP7	0	0	0	0
ENSG00000164438	TLX3	ENSG00000164438_TLX3	1	2	0	4
ENSG00000164440	TXLNB	ENSG00000164440_TXLNB	0	0	0	0
ENSG00000164442	CITED2	ENSG00000164442_CITED2	636	676	312	981
ENSG00000164451	CALHM4	ENSG00000164451_CALHM4	0	0	0	0
ENSG00000164458	TBXT	ENSG00000164458_TBXT	0	0	0	0
ENSG00000164463	CREBRF	ENSG00000164463_CREBRF	106	145	103	297
ENSG00000164465	DCBLD1	ENSG00000164465_DCBLD1	834	714	415	708
ENSG00000164466	SFXN1	ENSG00000164466_SFXN1	3209	1608	1724	2417
ENSG00000164483	SAMD3	ENSG00000164483_SAMD3	0	0	0	0
ENSG00000164484	TMEM200A	ENSG00000164484_TMEM200A	0	3	0	1
ENSG00000164485	IL22RA2	ENSG00000164485_IL22RA2	0	0	0	0
ENSG00000164488	DACT2	ENSG00000164488_DACT2	3	9	4	9
ENSG00000164494	PDSS2	ENSG00000164494_PDSS2	404	215	181	191
ENSG00000164500	SPATA48	ENSG00000164500_SPATA48	0	0	0	0
ENSG00000164506	STXBP5	ENSG00000164506_STXBP5	1031	449	487	634
ENSG00000164508	HIST1H2AA	ENSG00000164508_HIST1H2AA	0	0	0	0
ENSG00000164509	IL31RA	ENSG00000164509_IL31RA	172	74	103	78
ENSG00000164512	ANKRD55	ENSG00000164512_ANKRD55	0	0	0	0
ENSG00000164520	RAET1E	ENSG00000164520_RAET1E	66	95	38	87
ENSG00000164530	PI16	ENSG00000164530_PI16	5	22	4	9
ENSG00000164532	TBX20	ENSG00000164532_TBX20	0	0	0	0
ENSG00000164535	DAGLB	ENSG00000164535_DAGLB	1473	1129	831	1266
ENSG00000164542	KIAA0895	ENSG00000164542_KIAA0895	909	672	451	828
ENSG00000164543	STK17A	ENSG00000164543_STK17A	2282	1263	1677	2272
ENSG00000164548	TRA2A	ENSG00000164548_TRA2A	2426	1227	1280	1017
ENSG00000164556	FAM183BP	ENSG00000164556_FAM183BP	0	0	0	0
ENSG00000164574	GALNT10	ENSG00000164574_GALNT10	1339	977	812	1312
ENSG00000164576	SAP30L	ENSG00000164576_SAP30L	740	633	422	942
ENSG00000164587	RPS14	ENSG00000164587_RPS14	19256	12863	13281	15067
ENSG00000164588	HCN1	ENSG00000164588_HCN1	0	0	0	0
ENSG00000164591	MYOZ3	ENSG00000164591_MYOZ3	2	3	0	4
ENSG00000164597	COG5	ENSG00000164597_COG5	1108	620	648	832
ENSG00000164600	NEUROD6	ENSG00000164600_NEUROD6	0	0	0	0
ENSG00000164603	BMT2	ENSG00000164603_BMT2	267	370	136	446
ENSG00000164604	GPR85	ENSG00000164604_GPR85	158	213	74	103
ENSG00000164609	SLU7	ENSG00000164609_SLU7	952	762	596	1086
ENSG00000164610	RP9	ENSG00000164610_RP9	471	313	335	436
ENSG00000164611	PTTG1	ENSG00000164611_PTTG1	6090	1655	2578	2877
ENSG00000164615	CAMLG	ENSG00000164615_CAMLG	1185	709	668	819
ENSG00000164616	FBXL21P	ENSG00000164616_FBXL21P	0	0	0	0
ENSG00000164619	BMPER	ENSG00000164619_BMPER	0	1	0	3
ENSG00000164620	RELL2	ENSG00000164620_RELL2	693	931	609	844
ENSG00000164621	SMAD5-AS1	ENSG00000164621_SMAD5-AS1	2	0	1	2
ENSG00000164626	KCNK5	ENSG00000164626_KCNK5	132	82	89	178
ENSG00000164627	KIF6	ENSG00000164627_KIF6	39	30	9	10
ENSG00000164631	ZNF12	ENSG00000164631_ZNF12	893	480	357	470
ENSG00000164638	SLC29A4	ENSG00000164638_SLC29A4	41	359	42	200
ENSG00000164645	TEX47	ENSG00000164645_TEX47	0	0	0	0
ENSG00000164647	STEAP1	ENSG00000164647_STEAP1	1408	622	780	945
ENSG00000164649	CDCA7L	ENSG00000164649_CDCA7L	4960	1253	2322	1771
ENSG00000164651	SP8	ENSG00000164651_SP8	27	12	16	27
ENSG00000164654	MIOS	ENSG00000164654_MIOS	1552	813	968	1262
ENSG00000164659	KIAA1324L	ENSG00000164659_KIAA1324L	14	4	1	7
ENSG00000164663	USP49	ENSG00000164663_USP49	341	185	173	232
ENSG00000164669	INTS4P1	ENSG00000164669_INTS4P1	8	8	3	8
ENSG00000164674	SYTL3	ENSG00000164674_SYTL3	103	143	72	114
ENSG00000164675	IQUB	ENSG00000164675_IQUB	1	13	0	4
ENSG00000164683	HEY1	ENSG00000164683_HEY1	18	19	32	30
ENSG00000164684	ZNF704	ENSG00000164684_ZNF704	73	49	43	99
ENSG00000164687	FABP5	ENSG00000164687_FABP5	1937	753	1023	1208
ENSG00000164690	SHH	ENSG00000164690_SHH	0	3	0	7
ENSG00000164691	TAGAP	ENSG00000164691_TAGAP	0	0	0	0
